,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
25,minkov#demon,br,Radiant,343.0,240.0,511.0,52.0,26.0,140.7,1.04,37.3,59.6,31.0,73.3,6.0,764.0,738.0,238.0,207.0,1.36,0.7,93.0,45.0,2.0,52.5,Clove,6.0,13.0,61.5,0.94,137.1,205.5,9.0,Lotus,50.0,Killjoy,4.7,9.0,55.6,1.27,160.8,227.5,37.0,Fracture,67.0,Iso,3.8,8.0,62.5,1.15,143.2,219.0,13.0,Abyss,75.0,Duelist,66.7,10.5,1.43,243 / 201 / 44,Controller,64.7,11.6,1.38,228 / 251 / 118,Initiator,20.0,1.4,1.08,56 / 78 / 28,Sentinel,60.0,9.6,1.37,237 / 208 / 48,Vandal,Assault Rifles,51.0,46.0,3.0,488.0,Sheriff,Sidearms,59.0,39.0,2.0,122.0,Ghost,Sidearms,44.0,55.0,1.0,37.0,Fracture,77.8,7.2,Split,66.7,4.2,Pearl,66.7,4.2,Abyss,62.5,5.3,Haven,55.6,5.4,Bind,50.0,3.3,Lotus,37.5,3.5
26,afterdeath#111,br,Immortal 3,300.0,302.0,37.0,40.0,22.0,165.8,1.22,36.8,60.0,24.0,72.0,23.0,782.0,641.0,146.0,255.5,1.45,0.9,139.0,36.0,1.0,54.1,Jett,5.7,11.0,72.7,1.47,183.6,288.7,48.0,Split,67.0,Clove,3.8,7.0,42.9,0.88,146.8,221.5,21.0,Lotus,50.0,Iso,3.8,7.0,57.1,1.28,175.9,277.1,27.0,Bind,100.0,Controller,42.9,3.4,1.17,112 / 128 / 38,Duelist,66.7,16.8,1.55,518 / 378 / 67,Sentinel,33.3,1.0,1.47,69 / 55 / 12,Initiator,66.7,4.2,1.4,83 / 80 / 29,Vandal,Assault Rifles,54.0,44.0,2.0,462.0,Sheriff,Sidearms,55.0,45.0,0.0,69.0,Guardian,Assault Rifles,42.0,57.0,1.0,48.0,Pearl,83.3,5.1,Bind,75.0,3.0,Lotus,60.0,3.2,Fracture,57.1,4.3,Split,50.0,3.3,Haven,50.0,4.3,Abyss,50.0,2.2
27,twitch alyniko#wOw,br,Immortal 3,289.0,316.0,363.0,47.0,24.0,132.5,1.02,34.3,53.2,25.0,70.9,5.0,680.0,669.0,197.0,200.7,1.31,0.7,108.0,44.0,1.0,51.6,Yoru,13.0,26.0,57.7,1.05,135.6,207.5,8.0,Pearl,75.0,Astra,2.7,5.0,20.0,1.01,140.2,202.0,17.0,Pearl,33.0,Killjoy,1.9,4.0,50.0,1.15,135.3,210.9,10.0,Lotus,50.0,Duelist,59.3,16.11,1.24,410 / 396 / 80,Initiator,50.0,3.3,1.49,76 / 84 / 49,Controller,40.0,4.6,1.42,140 / 142 / 61,Sentinel,50.0,2.2,1.3,54 / 47 / 7,Vandal,Assault Rifles,48.0,47.0,5.0,457.0,Sheriff,Sidearms,52.0,44.0,4.0,58.0,Guardian,Assault Rifles,63.0,36.0,1.0,53.0,Fracture,77.8,7.2,Haven,62.5,5.3,Lotus,60.0,3.2,Pearl,57.1,4.3,Bind,50.0,2.2,Split,37.5,3.5,Abyss,16.7,1.5
28,Rex666#Aimer,br,Immortal 3,283.0,326.0,231.0,65.0,33.0,153.3,1.09,28.0,55.4,36.0,70.8,14.0,1080.0,988.0,254.0,233.5,1.35,0.8,200.0,48.0,3.0,50.8,Jett,13.0,26.0,61.5,1.12,157.5,241.1,18.0,Haven,80.0,Reyna,7.6,15.0,46.7,1.07,149.7,226.3,8.0,Pearl,50.0,Raze,4.7,9.0,77.8,1.22,167.3,258.2,26.0,Split,100.0,Duelist,60.0,30.2,1.38,844 / 753 / 192,Initiator,28.6,2.5,1.17,102 / 115 / 32,Sentinel,50.0,3.3,1.18,87 / 87 / 16,Controller,50.0,1.1,1.85,47 / 33 / 14,Vandal,Assault Rifles,42.0,55.0,3.0,679.0,Ghost,Sidearms,38.0,60.0,1.0,95.0,Sheriff,Sidearms,53.0,45.0,2.0,83.0,Haven,77.8,7.2,Fracture,75.0,6.2,Bind,75.0,6.2,Split,58.3,7.5,Pearl,50.0,5.5,Abyss,28.6,2.5,Lotus,27.3,3.8
29,Stwz1#STW,br,Immortal 3,250.0,396.0,388.0,47.0,24.0,144.9,1.11,29.3,53.2,25.0,73.6,15.0,723.0,652.0,293.0,220.3,1.56,0.8,76.0,37.0,1.0,52.8,Cypher,4.8,10.0,60.0,1.25,155.8,230.9,30.0,Fracture,75.0,Astra,3.2,6.0,50.0,1.23,148.1,227.2,31.0,Abyss,50.0,Skye,3.1,5.0,60.0,0.95,123.2,183.4,1.0,Bind,67.0,Sentinel,60.0,9.6,1.56,248 / 195 / 57,Initiator,40.0,6.9,1.45,206 / 215 / 106,Duelist,100.0,3.0,1.4,66 / 55 / 11,Controller,50.0,7.6,1.72,203 / 187 / 119,Vandal,Assault Rifles,39.0,56.0,5.0,420.0,Sheriff,Sidearms,60.0,37.0,3.0,70.0,Phantom,Assault Rifles,30.0,65.0,5.0,59.0,Bind,75.0,6.2,Abyss,75.0,3.1,Lotus,57.1,4.3,Split,55.6,5.3,Pearl,50.0,3.3,Fracture,42.9,3.4,Haven,16.7,1.5
30,brm#vlr,br,Immortal 2,144.0,732.0,475.0,251.0,134.0,134.2,1.0,35.0,48.6,122.0,70.3,3.0,3781.0,3764.0,1533.0,207.3,1.41,0.7,438.0,174.0,1.0,49.5,Tejo,34.0,59.0,59.3,1.11,139.0,214.8,8.0,Abyss,50.0,Breach,16.0,33.0,63.6,1.06,132.8,210.0,6.0,Fracture,73.0,Sova,11.0,23.0,52.2,1.01,136.0,202.1,4.0,Pearl,75.0,Initiator,56.6,77.58,1.52,"2,069 / 1,968 / 917",Duelist,40.6,13.18,1.12,480 / 528 / 112,Sentinel,46.4,13.15,1.24,369 / 400 / 128,Controller,34.5,19.35,1.43,863 / 868 / 376,Vandal,Assault Rifles,49.0,47.0,3.0,2312.0,Sheriff,Sidearms,53.0,46.0,1.0,390.0,Phantom,Assault Rifles,47.0,48.0,5.0,249.0,Haven,62.9,22.13,Fracture,54.8,23.18,Bind,48.3,14.15,Lotus,44.7,17.21,Split,44.4,16.2,Abyss,43.2,16.2,Pearl,41.2,14.19
31,VgS#tired,br,Immortal 3,232.0,431.0,640.0,75.0,42.0,141.6,1.05,25.1,50.7,38.0,72.2,10.0,1138.0,1081.0,467.0,208.4,1.48,0.7,129.0,65.0,3.0,50.2,Raze,15.0,26.0,42.3,1.13,160.3,236.2,22.0,Bind,50.0,Cypher,5.8,10.0,50.0,1.05,137.5,198.3,8.0,Split,67.0,Sova,4.5,8.0,75.0,1.02,128.1,180.7,8.0,Abyss,75.0,Duelist,43.8,14.18,1.44,531 / 498 / 187,Sentinel,50.0,6.6,1.33,177 / 170 / 49,Initiator,63.2,12.6,1.65,260 / 242 / 139,Controller,50.0,6.4,1.53,170 / 171 / 92,Vandal,Assault Rifles,42.0,54.0,4.0,616.0,Sheriff,Sidearms,51.0,47.0,2.0,97.0,Guardian,Assault Rifles,47.0,52.0,1.0,83.0,Abyss,72.7,8.3,Pearl,63.6,7.4,Split,46.2,6.7,Fracture,46.2,6.5,Bind,45.5,5.6,Haven,42.9,3.4,Lotus,33.3,3.5
32,sweet#4ever,br,Immortal 2,129.0,824.0,621.0,170.0,92.0,156.8,1.01,35.8,49.4,84.0,71.4,1.0,3012.0,2972.0,844.0,236.2,1.3,0.8,422.0,142.0,7.0,49.3,Clove,38.0,70.0,52.9,0.96,163.5,244.7,6.0,Lotus,60.0,Reyna,13.0,26.0,76.9,1.2,166.8,250.8,17.0,Pearl,88.0,Killjoy,11.0,21.0,38.1,0.88,130.5,192.6,13.0,Haven,38.0,Controller,50.7,38.36,1.33,"1,367 / 1,411 / 516",Sentinel,37.1,13.22,1.07,521 / 576 / 97,Duelist,55.6,30.24,1.37,"1,024 / 894 / 197",Initiator,50.0,3.3,1.47,100 / 91 / 34,Vandal,Assault Rifles,48.0,49.0,2.0,2141.0,Ghost,Sidearms,45.0,53.0,2.0,252.0,Sheriff,Sidearms,51.0,48.0,1.0,204.0,Pearl,68.0,17.8,Abyss,56.5,13.1,Haven,50.0,13.13,Lotus,46.2,12.13,Fracture,43.5,10.13,Bind,41.7,10.14,Split,39.1,9.14
33,o Meles#2004,br,Immortal 2,220.0,461.0,461.0,84.0,46.0,145.5,0.96,30.5,47.6,40.0,69.5,1.0,1315.0,1366.0,299.0,217.4,1.18,0.8,274.0,45.0,0.0,50.2,Jett,35.0,65.0,43.1,0.93,143.3,215.2,4.0,Fracture,58.0,Reyna,4.7,8.0,62.5,1.02,154.2,227.7,11.0,Bind,60.0,Iso,1.4,3.0,66.7,1.4,188.3,273.3,35.0,Fracture,100.0,Duelist,46.2,36.4,1.16,"1,227 / 1,284 / 265",Sentinel,100.0,2.0,1.61,37 / 28 / 8,Initiator,100.0,2.0,1.86,29 / 21 / 10,Controller,0.0,0.2,1.15,22 / 33 / 16,Vandal,Assault Rifles,45.0,52.0,3.0,633.0,Sheriff,Sidearms,59.0,38.0,3.0,159.0,Operator,Sniper Rifles,12.0,87.0,1.0,145.0,Fracture,61.5,8.4,Bind,58.3,7.5,Split,53.8,7.6,Abyss,46.2,6.6,Lotus,45.5,5.6,Haven,33.3,3.6,Pearl,30.8,4.9
34,preto provocante#luana,br,Immortal 3,253.0,385.0,291.0,93.0,48.0,166.5,1.29,26.7,66.7,62.0,74.2,30.0,1767.0,1370.0,419.0,262.7,1.6,0.9,302.0,79.0,3.0,54.8,Neon,13.0,25.0,68.0,1.38,174.4,289.3,33.0,Split,80.0,Jett,8.0,17.0,76.5,1.54,182.1,287.9,58.0,Pearl,100.0,Tejo,5.5,10.0,70.0,1.1,149.5,229.1,12.0,Bind,100.0,Duelist,63.5,40.22,1.63,"1,248 / 917 / 245",Initiator,62.5,10.6,1.52,276 / 246 / 99,Controller,100.0,6.0,1.71,111 / 94 / 50,Sentinel,75.0,6.2,1.39,132 / 113 / 25,Vandal,Assault Rifles,47.0,49.0,4.0,903.0,Operator,Sniper Rifles,5.0,91.0,4.0,159.0,Sheriff,Sidearms,51.0,47.0,2.0,124.0,Pearl,100.0,12.0,Haven,71.4,10.4,Split,66.7,10.5,Bind,61.5,8.5,Lotus,61.5,8.5,Abyss,54.5,6.4,Fracture,53.3,8.7
35,SHI maxhinho#12345,br,Immortal 2,227.0,448.0,305.0,57.0,31.0,134.5,1.1,26.5,61.4,35.0,71.8,12.0,832.0,757.0,217.0,195.4,1.39,0.7,87.0,53.0,0.0,53.1,Killjoy,9.3,17.0,58.8,1.09,126.6,187.8,6.0,Haven,80.0,Cypher,6.4,12.0,58.3,1.14,137.5,198.3,16.0,Split,43.0,Vyse,4.5,8.0,75.0,1.23,141.6,198.4,36.0,Abyss,67.0,Sentinel,62.8,27.16,1.36,615 / 541 / 121,Initiator,50.0,1.1,1.38,27 / 26 / 9,Controller,60.0,6.4,1.44,159 / 161 / 73,Duelist,50.0,1.1,1.55,31 / 29 / 14,Vandal,Assault Rifles,38.0,57.0,5.0,485.0,Phantom,Assault Rifles,34.0,62.0,4.0,93.0,Sheriff,Sidearms,48.0,48.0,4.0,65.0,Bind,83.3,5.1,Haven,75.0,6.2,Abyss,71.4,5.2,Split,63.6,7.4,Fracture,57.1,4.3,Pearl,50.0,5.5,Lotus,37.5,3.5
36,KeKe 그림자 빛#15y,br,Immortal 3,230.0,442.0,443.0,214.0,117.0,146.9,1.01,32.7,49.5,106.0,70.2,1.0,3534.0,3516.0,1022.0,221.0,1.3,0.8,592.0,196.0,7.0,50.9,Neon,21.0,39.0,61.5,1.0,141.4,218.1,3.0,Lotus,71.0,Iso,18.0,33.0,54.5,1.25,180.7,265.4,37.0,Abyss,80.0,Cypher,13.0,25.0,52.0,1.04,135.1,204.4,5.0,Lotus,67.0,Duelist,54.5,73.57,1.33,"2,396 / 2,241 / 579",Controller,56.0,14.11,1.35,381 / 423 / 188,Initiator,20.0,5.2,1.13,302 / 395 / 144,Sentinel,46.7,14.16,1.24,455 / 457 / 111,Vandal,Assault Rifles,51.0,45.0,4.0,2152.0,Sheriff,Sidearms,53.0,45.0,2.0,319.0,Phantom,Assault Rifles,46.0,51.0,3.0,254.0,Lotus,67.7,21.1,Abyss,58.6,17.12,Fracture,55.9,19.15,Split,46.9,15.17,Bind,42.9,12.16,Pearl,37.0,10.14,Haven,36.4,12.2
37,SGZ TORONTO#KIM,br,Immortal 3,304.0,294.0,708.0,70.0,40.0,143.2,1.07,39.1,48.6,34.0,72.2,8.0,1179.0,1099.0,366.0,215.9,1.41,0.8,115.0,57.0,3.0,48.4,Sova,14.0,26.0,50.0,1.07,145.2,215.1,13.0,Pearl,86.0,Tejo,6.3,11.0,54.5,1.14,135.2,205.7,10.0,Bind,100.0,Fade,4.3,8.0,37.5,0.72,113.4,168.4,36.0,Lotus,50.0,Initiator,50.9,29.28,1.39,939 / 889 / 301,Sentinel,50.0,1.1,1.41,38 / 34 / 10,Controller,25.0,1.3,1.38,58 / 65 / 32,Duelist,42.9,3.4,1.5,144 / 111 / 23,Vandal,Assault Rifles,53.0,45.0,2.0,709.0,Guardian,Assault Rifles,57.0,41.0,2.0,120.0,Sheriff,Sidearms,70.0,30.0,0.0,114.0,Pearl,66.7,6.3,Lotus,60.0,6.4,Haven,50.0,4.4,Fracture,50.0,6.6,Bind,50.0,5.5,Split,44.4,4.5,Abyss,25.0,3.9
38,gui1#0001,br,Immortal 1,28.0,2023.0,338.0,187.0,103.0,156.5,1.11,36.5,54.0,101.0,71.0,13.0,3352.0,3011.0,1149.0,243.5,1.49,0.9,501.0,156.0,9.0,50.3,Skye,41.0,75.0,57.3,1.11,154.7,240.3,12.0,Split,58.0,KAY/O,33.0,62.0,50.0,1.08,154.1,241.9,9.0,Abyss,50.0,Yoru,5.5,10.0,50.0,1.24,170.2,267.6,29.0,Split,100.0,Sentinel,43.8,7.8,1.26,237 / 232 / 56,Duelist,55.6,10.8,1.49,380 / 304 / 72,Initiator,53.7,79.68,1.52,"2,620 / 2,361 / 960",Controller,83.3,5.1,1.54,115 / 114 / 61,Vandal,Assault Rifles,55.0,42.0,3.0,2190.0,Ghost,Sidearms,54.0,44.0,3.0,283.0,Sheriff,Sidearms,72.0,27.0,1.0,278.0,Split,65.2,15.8,Abyss,60.7,17.11,Lotus,57.1,16.12,Bind,51.9,14.13,Pearl,50.0,14.14,Haven,50.0,12.12,Fracture,44.8,13.15
39,kmax#BONK,br,Immortal 3,240.0,415.0,320.0,123.0,68.0,160.7,1.23,39.4,49.6,61.0,75.5,26.0,2262.0,1845.0,524.0,241.1,1.51,0.9,263.0,97.0,4.0,50.4,Jett,15.0,28.0,39.3,1.26,166.2,253.9,31.0,Pearl,50.0,Raze,10.0,19.0,31.6,1.16,173.6,254.6,32.0,Split,40.0,Clove,10.0,19.0,36.8,1.11,160.2,242.9,10.0,Bind,43.0,Duelist,44.9,31.37,1.42,"1,277 / 1,047 / 214",Initiator,63.6,7.4,1.56,179 / 160 / 71,Sentinel,44.4,4.5,1.5,175 / 132 / 23,Controller,55.9,19.15,1.67,631 / 506 / 216,Vandal,Assault Rifles,54.0,44.0,2.0,1527.0,Ghost,Sidearms,59.0,40.0,1.0,200.0,Sheriff,Sidearms,48.0,52.0,1.0,167.0,Fracture,63.6,7.4,Pearl,63.2,12.7,Abyss,61.1,11.7,Bind,47.4,9.1,Haven,45.0,9.11,Split,41.2,7.1,Lotus,31.6,6.12
40,xisLeK#420,br,Immortal 2,176.0,602.0,567.0,164.0,93.0,136.1,1.04,27.7,48.2,79.0,72.9,3.0,2543.0,2455.0,851.0,204.1,1.38,0.7,276.0,133.0,2.0,50.8,Skye,14.0,24.0,45.8,1.11,140.6,216.2,11.0,Bind,50.0,Tejo,13.0,23.0,43.5,0.94,128.0,187.0,5.0,Abyss,69.0,Clove,11.0,21.0,61.9,0.96,149.3,221.7,5.0,Lotus,60.0,Initiator,44.3,31.38,1.36,"1,043 / 1,057 / 399",Sentinel,48.5,16.17,1.41,523 / 460 / 124,Controller,61.1,22.14,1.47,568 / 557 / 250,Duelist,40.0,10.15,1.28,409 / 381 / 78,Vandal,Assault Rifles,38.0,58.0,4.0,1440.0,Phantom,Assault Rifles,32.0,62.0,6.0,241.0,Sheriff,Sidearms,53.0,45.0,2.0,203.0,Haven,60.9,14.9,Abyss,56.0,14.11,Pearl,55.0,11.8,Bind,46.2,12.14,Split,45.5,10.12,Lotus,38.5,10.16,Fracture,36.4,8.14
41,Srta Louie#fps,br,Immortal 3,232.0,432.0,383.0,125.0,69.0,148.7,1.24,24.1,57.6,72.0,76.1,26.0,2157.0,1744.0,765.0,224.3,1.68,0.8,150.0,85.0,3.0,52.1,Sova,32.0,57.0,59.6,1.31,151.8,228.4,32.0,Haven,73.0,Fade,13.0,24.0,58.3,1.25,150.8,235.9,27.0,Split,50.0,Omen,6.4,12.0,58.3,1.21,142.0,214.1,21.0,Abyss,100.0,Duelist,87.5,7.1,1.45,116 / 97 / 25,Controller,50.0,8.8,1.68,272 / 221 / 99,Sentinel,42.9,3.4,1.56,118 / 102 / 41,Initiator,57.4,54.38,1.7,"1,651 / 1,324 / 600",Vandal,Assault Rifles,32.0,65.0,2.0,1567.0,Sheriff,Sidearms,29.0,66.0,5.0,249.0,Bulldog,Assault Rifles,35.0,62.0,3.0,111.0,Haven,70.6,12.5,Lotus,63.2,12.7,Abyss,60.0,12.7,Bind,58.8,10.7,Fracture,57.1,8.6,Pearl,52.9,9.8,Split,42.9,9.11
42,Little Rafinha#15y,br,Immortal 3,230.0,441.0,658.0,130.0,71.0,136.0,0.98,31.3,51.5,67.0,68.8,6.0,2004.0,2041.0,516.0,205.0,1.23,0.7,289.0,87.0,1.0,50.6,Killjoy,22.0,39.0,53.8,1.09,150.2,223.1,13.0,Fracture,67.0,Cypher,20.0,39.0,43.6,0.86,121.8,182.0,20.0,Bind,55.0,Jett,8.2,14.0,35.7,1.04,140.3,212.7,2.0,Pearl,67.0,Sentinel,47.7,41.43,1.21,"1,333 / 1,351 / 299",Initiator,66.7,14.7,1.35,280 / 306 / 133,Controller,100.0,4.0,1.19,68 / 77 / 24,Duelist,42.1,8.11,1.25,323 / 307 / 60,Vandal,Assault Rifles,51.0,46.0,3.0,985.0,Sheriff,Sidearms,56.0,42.0,1.0,201.0,Classic,Sidearms,38.0,60.0,2.0,149.0,Haven,68.8,11.4,Pearl,63.6,14.8,Fracture,63.2,12.6,Bind,62.5,10.6,Split,38.9,7.11,Lotus,35.0,7.13,Abyss,31.6,6.13
43,Patrick Fuzil#bia,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,xanax#666xd,br,Immortal 1,93.0,1114.0,222.0,138.0,67.0,192.2,1.41,28.4,73.2,101.0,75.0,48.0,2797.0,1982.0,548.0,299.1,1.69,1.1,577.0,128.0,15.0,58.0,Jett,31.0,63.0,71.4,1.35,184.0,286.5,39.0,Lotus,78.0,Raze,9.0,19.0,84.2,1.56,224.7,349.7,79.0,Bind,86.0,Iso,7.6,14.0,71.4,1.54,212.6,331.0,66.0,Split,100.0,Duelist,74.8,89.29,1.7,"2,473 / 1,723 / 450",Initiator,66.7,4.2,1.78,95 / 72 / 33,Controller,55.6,5.4,1.47,153 / 140 / 53,Sentinel,75.0,3.1,1.87,76 / 47 / 12,Vandal,Assault Rifles,42.0,54.0,4.0,1539.0,Sheriff,Sidearms,42.0,58.0,1.0,242.0,Operator,Sniper Rifles,9.0,89.0,1.0,167.0,Lotus,88.9,16.2,Haven,88.9,16.2,Pearl,76.2,16.5,Bind,75.0,18.6,Split,66.7,12.6,Fracture,60.0,12.7,Abyss,57.9,11.8
45,carriel#dev,br,Immortal 2,177.0,600.0,562.0,131.0,71.0,143.0,1.02,27.1,56.5,74.0,72.5,0.0,2063.0,2027.0,803.0,217.1,1.41,0.8,261.0,112.0,3.0,52.2,Clove,13.0,26.0,65.4,1.03,156.8,235.6,3.0,Haven,75.0,Reyna,13.0,24.0,50.0,1.01,146.3,220.1,0.0,Split,63.0,Breach,8.7,18.0,72.2,1.1,133.9,206.1,7.0,Fracture,80.0,Initiator,53.5,23.19,1.51,620 / 614 / 308,Controller,62.2,23.14,1.48,635 / 612 / 272,Duelist,51.3,20.19,1.32,643 / 628 / 184,Sentinel,66.7,8.3,1.18,165 / 173 / 39,Vandal,Assault Rifles,42.0,53.0,5.0,1320.0,Sheriff,Sidearms,47.0,52.0,1.0,200.0,Ghost,Sidearms,46.0,50.0,4.0,111.0,Bind,68.4,13.6,Fracture,66.7,14.7,Lotus,58.8,10.6,Split,57.9,11.8,Haven,55.6,10.7,Pearl,44.4,8.1,Abyss,42.1,8.11
46,LIEBE 自我#SKYEE,br,Immortal 2,205.0,497.0,953.0,166.0,91.0,136.2,0.94,32.2,45.8,76.0,67.2,7.0,2545.0,2694.0,628.0,207.9,1.18,0.7,473.0,132.0,4.0,48.7,Jett,26.0,49.0,36.7,1.03,148.6,227.0,4.0,Fracture,43.0,Reyna,10.0,18.0,33.3,0.97,144.2,219.3,2.0,Abyss,67.0,Raze,8.1,15.0,46.7,0.95,142.4,215.9,7.0,Split,50.0,Initiator,60.0,12.8,1.25,281 / 317 / 116,Controller,77.8,14.4,1.21,250 / 300 / 114,Sentinel,48.6,17.18,1.13,517 / 554 / 110,Duelist,35.5,33.6,1.17,"1,497 / 1,523 / 288",Vandal,Assault Rifles,50.0,47.0,3.0,1102.0,Sheriff,Sidearms,58.0,41.0,1.0,317.0,Phantom,Assault Rifles,42.0,55.0,3.0,309.0,Bind,59.1,13.9,Lotus,53.8,14.12,Abyss,52.6,10.9,Fracture,48.0,12.13,Split,48.0,12.13,Haven,36.0,9.16,Pearl,25.0,6.18
47,f4stzinwwwW#666RN,br,Immortal 3,230.0,440.0,400.0,48.0,23.0,131.6,0.98,28.2,54.2,26.0,70.5,5.0,649.0,660.0,213.0,197.0,1.31,0.7,69.0,29.0,0.0,50.4,Clove,4.2,8.0,75.0,0.78,120.5,182.3,25.0,Split,100.0,Cypher,4.0,8.0,62.5,1.19,149.1,220.2,15.0,Abyss,100.0,Vyse,2.3,5.0,40.0,0.82,116.6,170.3,18.0,Lotus,50.0,Initiator,50.0,6.6,1.22,142 / 166 / 60,Controller,66.7,10.5,1.31,203 / 213 / 75,Duelist,50.0,2.2,1.47,68 / 49 / 4,Sentinel,47.1,8.9,1.34,236 / 232 / 74,Vandal,Assault Rifles,40.0,56.0,4.0,344.0,Bulldog,Assault Rifles,38.0,59.0,3.0,83.0,Phantom,Assault Rifles,38.0,62.0,0.0,64.0,Pearl,85.7,6.1,Split,80.0,4.1,Abyss,55.6,5.4,Haven,50.0,3.3,Bind,50.0,4.4,Lotus,44.4,4.5,Fracture,0.0,0.4
48,aksh#duel,br,Immortal 2,196.0,515.0,546.0,61.0,33.0,148.0,1.09,26.2,59.0,36.0,71.5,13.0,1001.0,916.0,233.0,227.2,1.35,0.8,212.0,58.0,0.0,53.2,Raze,12.0,24.0,66.7,1.17,163.5,249.1,26.0,Bind,71.0,Yoru,6.2,10.0,40.0,0.89,127.8,200.0,13.0,Pearl,100.0,Jett,4.4,8.0,50.0,1.1,144.2,227.5,11.0,Pearl,67.0,Duelist,57.1,28.2,1.34,841 / 761 / 176,Sentinel,80.0,4.1,1.33,63 / 61 / 18,Controller,100.0,4.0,1.8,60 / 51 / 32,Initiator,0.0,0.3,1.02,37 / 43 / 7,Vandal,Assault Rifles,40.0,56.0,4.0,512.0,Sheriff,Sidearms,48.0,52.0,0.0,90.0,Phantom,Assault Rifles,28.0,60.0,12.0,80.0,Pearl,87.5,7.1,Bind,77.8,7.2,Split,71.4,5.2,Fracture,50.0,6.6,Haven,50.0,4.4,Abyss,50.0,4.4,Lotus,33.3,3.5
49,nedk#fujii,br,Immortal 2,126.0,857.0,613.0,125.0,66.0,158.0,1.1,40.8,57.6,72.0,71.1,9.0,2229.0,2034.0,420.0,242.0,1.3,0.9,363.0,99.0,6.0,52.4,Jett,22.0,41.0,56.1,1.15,167.3,259.4,16.0,Split,67.0,Cypher,8.8,17.0,47.1,0.9,127.9,186.7,13.0,Split,60.0,Clove,8.0,16.0,62.5,1.04,173.0,261.9,0.0,Abyss,100.0,Sentinel,56.4,22.17,1.19,603 / 584 / 93,Controller,66.7,12.6,1.47,347 / 313 / 114,Duelist,58.1,36.26,1.3,"1,168 / 1,031 / 168",Initiator,33.3,2.4,1.47,111 / 106 / 45,Vandal,Assault Rifles,59.0,39.0,2.0,1271.0,Sheriff,Sidearms,68.0,31.0,1.0,171.0,Phantom,Assault Rifles,49.0,50.0,1.0,161.0,Haven,73.7,14.5,Abyss,66.7,14.7,Split,58.8,10.7,Fracture,57.9,11.8,Pearl,53.3,8.7,Lotus,47.1,8.9,Bind,41.2,7.1
0,showq#ngu,br,Immortal 3,273.0,342.0,365.0,176.0,98.0,155.2,1.12,29.6,55.7,98.0,71.0,15.0,3069.0,2751.0,771.0,232.1,1.4,0.8,396.0,154.0,7.0,51.8,Jett,29.0,53.0,62.3,1.18,160.7,243.8,19.0,Pearl,83.0,Raze,18.0,33.0,48.5,1.0,153.1,222.3,9.0,Fracture,50.0,Cypher,8.2,15.0,53.3,1.05,137.0,201.6,7.0,Pearl,67.0,Duelist,57.0,61.45,1.33,"1,908 / 1,703 / 355",Sentinel,55.6,15.12,1.42,450 / 387 / 98,Controller,57.6,19.13,1.58,575 / 539 / 279,Initiator,33.3,3.6,1.43,136 / 122 / 39,Vandal,Assault Rifles,44.0,52.0,4.0,1902.0,Sheriff,Sidearms,47.0,51.0,2.0,316.0,Ghost,Sidearms,40.0,58.0,2.0,150.0,Lotus,71.4,20.8,Pearl,66.7,16.8,Abyss,61.5,16.1,Bind,56.5,13.9,Haven,47.6,10.1,Fracture,44.0,11.14,Split,41.4,12.17
