,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
27,dazzi#aim,br,Immortal 2,207.0,492.0,473.0,267.0,146.0,130.2,0.93,27.1,46.1,123.0,70.7,6.0,3816.0,4089.0,1303.0,194.4,1.25,0.7,522.0,196.0,5.0,49.2,Killjoy,28.0,54.0,59.3,1.09,144.5,211.2,19.0,Haven,82.0,Jett,28.0,53.0,35.8,0.92,134.2,203.9,9.0,Split,44.0,Cypher,16.0,28.0,35.7,0.91,126.9,188.5,8.0,Bind,45.0,Duelist,43.0,34.45,1.16,"1,178 / 1,267 / 291",Sentinel,51.2,43.41,1.24,"1,263 / 1,239 / 269",Initiator,42.2,27.37,1.28,812 / 949 / 399,Controller,47.5,19.21,1.43,563 / 634 / 344,Vandal,Assault Rifles,39.0,57.0,3.0,2216.0,Sheriff,Sidearms,45.0,53.0,2.0,414.0,Guardian,Assault Rifles,44.0,54.0,1.0,271.0,Haven,64.7,22.12,Abyss,51.3,20.19,Pearl,46.5,20.23,Bind,45.5,15.18,Fracture,45.0,18.22,Lotus,37.8,14.23,Split,34.1,14.27
28,Massay#Jesus,br,Immortal 3,304.0,296.0,544.0,116.0,65.0,134.8,1.02,25.9,53.4,62.0,72.2,1.0,1788.0,1754.0,593.0,207.8,1.36,0.7,243.0,88.0,2.0,51.0,Yoru,39.0,70.0,57.1,1.09,143.4,224.0,8.0,Lotus,70.0,Tejo,7.7,13.0,61.5,0.96,126.8,190.4,1.0,Fracture,100.0,Cypher,2.9,6.0,16.7,0.79,115.2,165.4,25.0,Split,33.0,Duelist,57.3,43.31,1.41,"1,227 / 1,122 / 359",Sentinel,44.4,4.5,1.1,121 / 134 / 27,Controller,40.0,6.9,1.3,189 / 230 / 109,Initiator,52.9,9.7,1.3,251 / 268 / 98,Vandal,Assault Rifles,40.0,56.0,4.0,748.0,Phantom,Assault Rifles,37.0,58.0,5.0,402.0,Sheriff,Sidearms,48.0,49.0,2.0,97.0,Fracture,81.2,13.3,Haven,58.8,10.7,Bind,53.3,8.6,Lotus,53.3,8.7,Pearl,52.6,10.9,Abyss,50.0,8.8,Split,27.8,5.12
29,inzz#aim,br,Immortal 2,228.0,446.0,320.0,227.0,122.0,158.7,1.06,27.9,50.2,114.0,71.3,16.0,3872.0,3642.0,1100.0,238.5,1.37,0.8,752.0,177.0,14.0,50.3,Jett,28.0,53.0,49.1,1.07,155.1,239.7,11.0,Pearl,56.0,Iso,24.0,46.0,60.9,1.34,204.7,304.4,58.0,Fracture,71.0,Raze,22.0,41.0,48.8,1.07,171.2,256.6,24.0,Split,62.0,Duelist,53.2,75.65,1.41,"2,660 / 2,293 / 563",Controller,71.4,5.2,1.45,105 / 106 / 49,Initiator,42.9,30.39,1.3,"969 / 1,093 / 453",Sentinel,44.4,4.4,1.15,138 / 150 / 35,Vandal,Assault Rifles,40.0,55.0,5.0,2341.0,Phantom,Assault Rifles,38.0,56.0,5.0,459.0,Sheriff,Sidearms,46.0,53.0,1.0,263.0,Split,67.7,21.1,Bind,58.3,21.14,Pearl,51.4,18.16,Haven,46.7,14.16,Fracture,43.3,13.17,Abyss,42.4,14.18,Lotus,40.6,13.19
30,RNN#凍った,br,Immortal 3,301.0,301.0,619.0,160.0,90.0,142.9,1.06,31.1,52.5,84.0,73.2,11.0,2536.0,2394.0,1073.0,211.0,1.51,0.7,290.0,139.0,3.0,50.1,Astra,18.0,33.0,60.6,1.12,141.1,209.1,19.0,Abyss,63.0,Omen,15.0,27.0,51.9,1.01,138.7,206.4,3.0,Haven,40.0,Brimstone,11.0,20.0,50.0,1.06,147.7,216.6,17.0,Fracture,45.0,Duelist,36.8,7.11,1.49,349 / 297 / 94,Sentinel,50.0,14.12,1.25,411 / 411 / 103,Initiator,50.0,9.9,1.43,245 / 251 / 114,Controller,56.8,54.39,1.6,"1,531 / 1,435 / 762",Vandal,Assault Rifles,38.0,58.0,4.0,1296.0,Guardian,Assault Rifles,50.0,48.0,2.0,636.0,Ghost,Sidearms,57.0,43.0,0.0,214.0,Lotus,60.9,14.9,Abyss,58.3,14.9,Split,57.1,12.9,Fracture,54.5,12.9,Haven,48.1,13.13,Pearl,45.0,9.1,Bind,43.5,10.12
31,vinyzera 333#woo,br,Immortal 3,251.0,396.0,299.0,146.0,85.0,132.5,0.93,32.7,45.9,67.0,69.7,6.0,2201.0,2374.0,943.0,198.1,1.32,0.7,229.0,114.0,4.0,49.0,Tejo,10.0,19.0,42.1,0.91,135.8,198.9,6.0,Bind,75.0,Omen,10.0,18.0,55.6,0.98,129.7,200.3,6.0,Haven,43.0,Sova,10.0,18.0,72.2,0.88,128.4,183.5,5.0,Abyss,83.0,Sentinel,36.8,7.11,1.17,290 / 311 / 75,Initiator,43.5,30.38,1.31,"1,008 / 1,103 / 441",Duelist,26.7,4.1,0.98,236 / 289 / 47,Controller,60.5,26.17,1.56,667 / 671 / 380,Vandal,Assault Rifles,45.0,51.0,4.0,1362.0,Sheriff,Sidearms,57.0,41.0,2.0,227.0,Guardian,Assault Rifles,59.0,40.0,2.0,143.0,Pearl,63.2,12.7,Bind,52.4,11.1,Abyss,47.8,11.11,Fracture,45.5,10.12,Split,40.0,10.15,Lotus,38.9,7.1,Haven,33.3,6.11
32,wintwr#ˇーˇ,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LLK#2009,br,Immortal 2,225.0,451.0,423.0,111.0,60.0,140.5,1.1,39.7,45.9,51.0,73.7,10.0,1763.0,1596.0,672.0,213.2,1.53,0.8,131.0,76.0,2.0,48.9,Fade,17.0,32.0,43.8,1.0,124.8,192.9,0.0,Bind,67.0,Breach,12.0,22.0,45.5,1.23,148.8,227.2,21.0,Fracture,18.0,Clove,8.5,16.0,56.2,1.05,149.6,225.1,4.0,Abyss,75.0,Duelist,0.0,0.4,1.23,59 / 57 / 11,Controller,57.9,11.8,1.61,344 / 305 / 147,Initiator,44.7,38.47,1.54,"1,319 / 1,185 / 502",Sentinel,66.7,2.1,1.08,41 / 49 / 12,Vandal,Assault Rifles,51.0,47.0,2.0,1125.0,Ghost,Sidearms,56.0,43.0,1.0,181.0,Sheriff,Sidearms,65.0,34.0,1.0,167.0,Bind,62.5,10.6,Split,55.6,10.8,Lotus,53.3,8.7,Abyss,50.0,7.7,Haven,47.1,8.9,Fracture,35.3,6.11,Pearl,14.3,2.12
34,Rotex11#z1n,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MiniFatOfSmash#gordo,br,Immortal 3,247.0,403.0,401.0,94.0,49.0,140.4,1.07,29.4,62.8,59.0,74.6,6.0,1439.0,1343.0,543.0,212.8,1.48,0.8,188.0,89.0,6.0,54.8,Sova,7.1,14.0,64.3,1.01,132.7,193.7,0.0,Abyss,75.0,Skye,7.7,14.0,71.4,0.9,117.4,180.4,13.0,Split,83.0,Jett,5.5,10.0,30.0,1.16,178.1,272.0,28.0,Split,67.0,Duelist,41.7,5.6,1.45,232 / 196 / 53,Initiator,63.8,30.17,1.44,670 / 666 / 289,Controller,86.7,13.2,1.73,242 / 210 / 122,Sentinel,55.0,11.9,1.38,295 / 271 / 79,Vandal,Assault Rifles,43.0,55.0,2.0,914.0,Sheriff,Sidearms,44.0,53.0,3.0,104.0,Classic,Sidearms,40.0,57.0,2.0,101.0,Pearl,81.8,9.2,Abyss,78.9,15.4,Lotus,66.7,8.4,Split,66.7,8.4,Haven,53.8,7.5,Fracture,53.3,8.7,Bind,33.3,4.8
36,qdwiopkjqpjdioqp#boss,br,Immortal 2,156.0,685.0,321.0,157.0,86.0,155.5,1.12,26.3,57.3,90.0,73.1,15.0,2692.0,2404.0,762.0,233.6,1.44,0.8,284.0,122.0,3.0,52.6,Raze,27.0,50.0,58.0,1.18,161.5,240.5,26.0,Lotus,69.0,Clove,16.0,31.0,61.3,1.07,152.5,236.0,0.0,Abyss,73.0,Jett,13.0,24.0,54.2,1.04,152.2,225.5,12.0,Pearl,67.0,Duelist,59.4,57.37,1.39,"1,646 / 1,443 / 362",Controller,61.1,22.13,1.59,630 / 576 / 283,Initiator,31.3,5.11,1.28,231 / 245 / 83,Sentinel,66.7,6.3,1.56,185 / 140 / 34,Vandal,Assault Rifles,40.0,56.0,4.0,1694.0,Sheriff,Sidearms,53.0,46.0,1.0,246.0,Ghost,Sidearms,42.0,56.0,2.0,189.0,Lotus,70.8,17.6,Fracture,64.0,16.9,Pearl,55.6,10.7,Haven,54.5,12.1,Bind,52.6,10.9,Abyss,51.9,14.13,Split,50.0,11.1
37,flpth7#alone,br,Immortal 3,310.0,287.0,508.0,161.0,88.0,156.8,1.12,28.4,50.9,82.0,73.5,20.0,2740.0,2439.0,892.0,234.5,1.49,0.8,451.0,126.0,5.0,50.8,Tejo,15.0,26.0,57.7,1.1,147.8,216.4,17.0,Lotus,100.0,Jett,7.7,15.0,53.3,1.25,178.0,268.0,35.0,Haven,67.0,Cypher,7.2,14.0,42.9,1.0,134.6,197.3,5.0,Abyss,67.0,Sentinel,48.9,22.21,1.41,695 / 614 / 168,Duelist,46.5,20.22,1.52,834 / 665 / 179,Initiator,56.9,29.22,1.56,843 / 778 / 370,Controller,50.0,11.11,1.42,368 / 382 / 175,Vandal,Assault Rifles,39.0,58.0,3.0,1716.0,Sheriff,Sidearms,49.0,50.0,1.0,238.0,Guardian,Assault Rifles,45.0,54.0,1.0,196.0,Bind,60.9,14.8,Lotus,58.3,14.9,Haven,56.5,13.9,Split,52.4,11.1,Pearl,45.8,11.13,Fracture,43.5,10.13,Abyss,39.1,9.14
38,mth de férias#666,br,Immortal 1,1.0,,299.0,166.0,90.0,137.0,0.95,27.2,47.0,78.0,69.7,3.0,2452.0,2579.0,1006.0,208.3,1.34,0.7,335.0,157.0,4.0,49.1,Sova,10.0,18.0,33.3,1.0,147.3,219.0,4.0,Abyss,33.0,Breach,10.0,18.0,50.0,0.76,117.7,179.5,25.0,Lotus,50.0,Jett,8.4,17.0,41.2,0.8,114.7,178.0,30.0,Haven,50.0,Duelist,45.2,19.23,1.11,567 / 649 / 152,Sentinel,51.6,16.15,1.39,475 / 433 / 125,Controller,45.7,16.18,1.44,575 / 584 / 264,Initiator,46.6,27.29,1.42,835 / 913 / 465,Vandal,Assault Rifles,40.0,56.0,3.0,1434.0,Phantom,Assault Rifles,38.0,59.0,4.0,180.0,Ghost,Sidearms,50.0,48.0,3.0,147.0,Bind,64.0,16.8,Split,56.5,13.1,Haven,44.4,12.15,Pearl,44.0,11.14,Lotus,42.9,9.11,Abyss,39.1,9.13,Fracture,36.4,8.14
39,Liquid joojina#mrphy,br,Immortal 2,171.0,631.0,550.0,99.0,58.0,131.6,1.0,33.5,42.4,42.0,72.4,0.0,1505.0,1512.0,729.0,199.8,1.48,0.7,186.0,84.0,2.0,48.0,Astra,25.0,42.0,38.1,0.96,127.4,193.6,3.0,Split,43.0,Omen,14.0,26.0,50.0,1.08,142.6,216.8,6.0,Haven,56.0,Brimstone,13.0,23.0,39.1,0.96,129.4,197.4,2.0,Bind,36.0,Controller,41.8,38.51,1.49,"1,390 / 1,395 / 694",Initiator,50.0,3.3,1.37,93 / 90 / 30,Duelist,0.0,0.1,0.57,6 / 14 / 2,Sentinel,100.0,1.0,1.46,16 / 13 / 3,Vandal,Assault Rifles,42.0,54.0,4.0,936.0,Ghost,Sidearms,54.0,44.0,2.0,128.0,Phantom,Assault Rifles,40.0,55.0,5.0,128.0,Haven,58.3,7.5,Fracture,50.0,5.5,Abyss,47.1,8.9,Split,40.0,6.9,Lotus,37.5,6.1,Bind,35.7,5.8,Pearl,33.3,5.9
40,codein#ledgz,br,Immortal 2,220.0,462.0,301.0,110.0,59.0,151.3,1.14,47.3,64.5,71.0,71.0,12.0,1931.0,1698.0,427.0,230.7,1.39,0.8,292.0,106.0,6.0,53.3,Sage,15.0,29.0,55.2,0.94,124.7,188.1,12.0,Fracture,67.0,Jett,9.2,17.0,64.7,1.22,171.7,267.1,24.0,Bind,67.0,Reyna,8.6,15.0,60.0,1.34,174.2,261.5,29.0,Haven,80.0,Initiator,64.7,11.6,1.21,253 / 269 / 72,Sentinel,62.2,23.13,1.34,557 / 526 / 150,Duelist,66.7,28.11,1.46,888 / 685 / 115,Controller,64.3,9.5,1.48,233 / 218 / 90,Vandal,Assault Rifles,61.0,36.0,4.0,1283.0,Guardian,Assault Rifles,72.0,27.0,0.0,182.0,Sheriff,Sidearms,68.0,30.0,2.0,147.0,Abyss,81.2,13.3,Pearl,76.9,10.3,Lotus,64.7,11.5,Haven,64.3,9.3,Fracture,60.0,12.8,Split,60.0,9.6,Bind,46.7,7.7
41,rdo4J#smurf,br,Immortal 2,154.0,691.0,120.0,86.0,47.0,119.3,0.83,21.7,37.2,32.0,69.2,20.0,1117.0,1342.0,509.0,183.4,1.21,0.6,151.0,55.0,2.0,46.5,Breach,5.2,9.0,33.3,0.74,98.3,153.6,35.0,Fracture,43.0,Cypher,4.4,8.0,25.0,0.81,114.4,176.5,25.0,Bind,33.0,Jett,4.4,8.0,37.5,0.89,126.9,195.5,14.0,Haven,33.0,Duelist,40.7,11.16,1.13,373 / 435 / 120,Sentinel,38.5,5.7,1.17,197 / 215 / 54,Controller,42.9,6.8,1.36,181 / 211 / 107,Initiator,31.3,10.22,1.23,366 / 481 / 228,Vandal,Assault Rifles,30.0,65.0,5.0,553.0,Ghost,Sidearms,41.0,55.0,4.0,94.0,Sheriff,Sidearms,44.0,54.0,3.0,74.0,Split,54.5,6.5,Lotus,50.0,6.6,Fracture,50.0,8.8,Abyss,36.4,4.6,Haven,27.3,3.8,Bind,21.4,3.11,Pearl,18.2,2.9
42,BLYY#222,br,Immortal 2,143.0,744.0,318.0,205.0,113.0,142.1,0.98,30.0,52.2,107.0,70.4,3.0,3189.0,3267.0,1077.0,211.9,1.31,0.7,375.0,173.0,5.0,50.5,Clove,35.0,62.0,56.5,0.97,153.0,225.7,2.0,Bind,78.0,Jett,24.0,46.0,56.5,1.03,142.3,217.1,0.0,Lotus,62.0,Breach,14.0,27.0,55.6,1.0,134.2,202.1,0.0,Lotus,75.0,Controller,55.1,38.29,1.38,"1,130 / 1,182 / 505",Duelist,50.0,37.35,1.18,"1,166 / 1,171 / 220",Sentinel,59.3,16.11,1.28,388 / 390 / 113,Initiator,45.7,16.18,1.42,505 / 524 / 239,Vandal,Assault Rifles,42.0,55.0,3.0,1562.0,Phantom,Assault Rifles,38.0,59.0,3.0,941.0,Ghost,Sidearms,43.0,55.0,2.0,293.0,Pearl,66.7,16.7,Abyss,60.0,18.1,Lotus,57.6,19.13,Fracture,50.0,15.15,Split,48.0,12.13,Haven,45.2,14.16,Bind,40.6,13.19
43,Niinja#strm,br,Immortal 3,269.0,354.0,461.0,63.0,34.0,133.2,0.95,29.4,60.3,38.0,72.1,4.0,928.0,972.0,316.0,191.4,1.28,0.7,69.0,56.0,1.0,53.9,Jett,11.0,23.0,69.6,0.98,134.4,194.2,4.0,Split,100.0,Clove,6.8,11.0,72.7,1.05,150.1,217.5,3.0,Pearl,100.0,Tejo,4.1,7.0,42.9,0.68,102.3,134.0,30.0,Haven,50.0,Duelist,64.7,22.12,1.19,487 / 496 / 101,Controller,72.7,8.3,1.5,205 / 195 / 88,Initiator,35.7,5.8,1.29,182 / 219 / 101,Sentinel,75.0,3.0,1.29,54 / 62 / 26,Vandal,Assault Rifles,43.0,54.0,4.0,579.0,Guardian,Assault Rifles,38.0,61.0,1.0,100.0,Sheriff,Sidearms,54.0,46.0,0.0,77.0,Lotus,77.8,7.2,Split,70.0,7.3,Bind,66.7,6.3,Pearl,66.7,6.3,Haven,62.5,5.2,Fracture,50.0,4.3,Abyss,30.0,3.7
44,ShoT#1850,br,Immortal 1,48.0,1629.0,714.0,222.0,123.0,147.9,1.09,30.1,52.3,116.0,68.9,12.0,3708.0,3396.0,769.0,222.2,1.32,0.8,656.0,186.0,11.0,51.1,Jett,82.0,149.0,53.0,1.14,153.3,232.7,17.0,Haven,61.0,Iso,12.0,22.0,59.1,1.05,154.5,220.0,16.0,Abyss,67.0,Raze,11.0,20.0,55.0,1.06,142.9,219.2,5.0,Split,54.0,Duelist,54.6,106.84,1.33,"3,339 / 2,971 / 614",Initiator,20.0,2.7,1.18,142 / 175 / 65,Controller,30.0,3.7,1.36,141 / 154 / 68,Sentinel,62.5,5.3,1.12,86 / 96 / 22,Vandal,Assault Rifles,45.0,51.0,4.0,1781.0,Operator,Sniper Rifles,10.0,89.0,1.0,473.0,Sheriff,Sidearms,58.0,40.0,2.0,436.0,Abyss,64.5,20.11,Haven,58.1,18.11,Pearl,51.4,18.17,Split,50.0,17.17,Lotus,50.0,17.16,Bind,50.0,14.12,Fracture,41.4,12.17
45,laxus#wrld,br,Immortal 2,222.0,454.0,349.0,77.0,41.0,127.6,0.94,37.5,46.8,36.0,69.4,14.0,1062.0,1127.0,339.0,194.6,1.24,0.7,147.0,59.0,2.0,48.0,Deadlock,27.0,49.0,42.9,0.97,126.6,197.4,13.0,Fracture,55.0,Viper,3.5,6.0,66.7,0.93,136.7,193.7,1.0,Split,60.0,Phoenix,2.1,5.0,80.0,1.0,137.1,200.7,35.0,Haven,80.0,Controller,62.5,5.3,1.27,130 / 132 / 37,Duelist,62.5,5.3,1.16,83 / 97 / 30,Initiator,33.3,3.6,1.2,113 / 132 / 45,Sentinel,44.2,23.29,1.26,736 / 766 / 227,Vandal,Assault Rifles,51.0,46.0,2.0,624.0,Sheriff,Sidearms,63.0,35.0,2.0,124.0,Ghost,Sidearms,55.0,41.0,4.0,76.0,Haven,75.0,9.3,Split,60.0,6.4,Fracture,54.5,6.5,Lotus,45.5,5.6,Abyss,38.5,5.8,Bind,30.0,3.7,Pearl,20.0,2.8
46,Nik#Nry,br,Immortal 3,242.0,410.0,295.0,69.0,35.0,158.5,1.11,27.4,56.5,39.0,72.0,8.0,1208.0,1093.0,315.0,245.8,1.39,0.9,174.0,37.0,1.0,52.2,Jett,7.9,16.0,62.5,1.12,160.9,254.0,11.0,Fracture,80.0,Reyna,4.4,10.0,80.0,1.42,190.4,289.9,44.0,Haven,100.0,Raze,4.5,8.0,75.0,1.09,170.8,266.5,16.0,Split,100.0,Duelist,69.0,29.13,1.45,810 / 667 / 155,Sentinel,30.0,3.7,1.23,124 / 144 / 53,Controller,30.0,3.7,1.36,155 / 165 / 70,Initiator,57.1,4.3,1.33,119 / 117 / 37,Vandal,Assault Rifles,43.0,54.0,3.0,591.0,Phantom,Assault Rifles,36.0,57.0,7.0,151.0,Sheriff,Sidearms,54.0,46.0,0.0,83.0,Abyss,100.0,9.0,Fracture,63.6,7.4,Lotus,60.0,6.4,Split,55.6,5.4,Haven,53.8,7.6,Pearl,30.0,3.7,Bind,28.6,2.5
47,raindrops#333,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,matheusapeca#qota,br,Immortal 2,226.0,450.0,415.0,159.0,89.0,147.1,1.03,34.4,52.2,83.0,72.7,8.0,2641.0,2558.0,854.0,220.1,1.37,0.8,325.0,128.0,7.0,51.8,Cypher,28.0,51.0,54.9,1.1,146.3,214.4,17.0,Pearl,64.0,Clove,24.0,44.0,61.4,1.05,166.1,254.0,10.0,Lotus,86.0,Killjoy,9.3,17.0,35.3,1.0,140.3,201.9,10.0,Fracture,56.0,Initiator,50.0,18.17,1.32,529 / 556 / 203,Controller,59.2,29.16,1.47,919 / 877 / 374,Duelist,40.0,2.3,1.14,87 / 91 / 17,Sentinel,49.3,34.35,1.32,"1,106 / 1,034 / 260",Phantom,Assault Rifles,42.0,54.0,3.0,989.0,Vandal,Assault Rifles,49.0,48.0,3.0,902.0,Sheriff,Sidearms,62.0,35.0,4.0,195.0,Bind,62.5,15.7,Lotus,56.5,13.1,Abyss,56.0,14.11,Pearl,53.8,14.12,Split,47.4,9.1,Fracture,42.9,9.1,Haven,42.9,9.11
49,Trovão#Moni,br,Immortal 2,185.0,565.0,379.0,125.0,65.0,158.4,1.08,34.4,50.4,63.0,68.8,13.0,2138.0,1987.0,479.0,241.0,1.32,0.8,418.0,95.0,7.0,49.1,Jett,26.0,51.0,52.9,1.1,157.0,241.8,14.0,Haven,67.0,Iso,16.0,30.0,60.0,1.18,177.4,260.6,33.0,Abyss,82.0,Neon,9.0,17.0,58.8,1.1,162.2,254.2,13.0,Split,86.0,Duelist,53.8,56.48,1.33,"1,817 / 1,633 / 360",Initiator,38.5,5.8,1.22,188 / 209 / 67,Controller,16.7,1.5,1.3,92 / 107 / 47,Sentinel,50.0,1.0,1.21,41 / 38 / 5,Vandal,Assault Rifles,49.0,48.0,3.0,1246.0,Phantom,Assault Rifles,40.0,56.0,4.0,217.0,Ghost,Sidearms,47.0,52.0,1.0,143.0,Haven,71.4,10.4,Abyss,65.0,13.7,Lotus,57.9,11.8,Bind,50.0,10.1,Split,45.0,9.11,Pearl,31.2,5.1,Fracture,31.2,5.11
0,c q é bom#mena,br,Immortal 2,129.0,833.0,538.0,138.0,75.0,152.6,1.06,34.9,59.4,82.0,72.3,12.0,2312.0,2186.0,643.0,227.2,1.35,0.8,378.0,124.0,4.0,52.6,Killjoy,18.0,34.0,58.8,1.09,155.3,225.4,22.0,Fracture,78.0,Sova,14.0,27.0,59.3,1.03,146.1,215.4,10.0,Haven,70.0,Jett,11.0,22.0,54.5,0.98,152.4,228.1,1.0,Pearl,80.0,Duelist,56.3,27.21,1.26,841 / 822 / 191,Sentinel,56.4,22.16,1.37,646 / 598 / 171,Initiator,63.0,29.17,1.43,740 / 688 / 247,Controller,80.0,4.1,1.53,85 / 78 / 34,Vandal,Assault Rifles,52.0,46.0,2.0,1083.0,Sheriff,Sidearms,49.0,49.0,2.0,438.0,Phantom,Assault Rifles,48.0,47.0,5.0,365.0,Haven,66.7,12.6,Bind,63.6,14.8,Fracture,61.1,11.7,Pearl,60.0,12.8,Split,57.1,12.9,Abyss,55.6,10.8,Lotus,52.4,11.9
1,h4zyNTC#火の決意,br,Immortal 2,146.0,730.0,695.0,176.0,98.0,132.1,0.96,23.5,41.5,73.0,70.6,5.0,2619.0,2741.0,1139.0,202.2,1.37,0.7,306.0,137.0,2.0,48.1,Omen,15.0,28.0,50.0,1.19,140.7,217.9,15.0,Lotus,75.0,Tejo,9.7,18.0,38.9,1.04,134.8,202.7,6.0,Bind,50.0,Clove,9.2,16.0,50.0,0.97,146.8,224.7,7.0,Abyss,75.0,Controller,48.6,36.38,1.55,"1,184 / 1,141 / 586",Duelist,38.9,7.11,1.18,271 / 304 / 88,Initiator,33.3,17.33,1.29,675 / 760 / 307,Sentinel,39.4,13.2,1.21,489 / 536 / 158,Vandal,Assault Rifles,35.0,60.0,5.0,1536.0,Phantom,Assault Rifles,34.0,59.0,8.0,263.0,Ghost,Sidearms,46.0,51.0,3.0,185.0,Lotus,61.5,16.1,Abyss,48.0,12.13,Bind,46.2,12.14,Split,42.3,11.15,Haven,40.7,11.16,Pearl,27.3,6.16,Fracture,20.8,5.18
2,TG AZ#085,br,Immortal 3,289.0,318.0,372.0,166.0,96.0,160.7,1.16,25.7,50.0,83.0,73.1,24.0,3013.0,2595.0,939.0,246.6,1.52,0.8,477.0,146.0,2.0,50.3,Raze,42.0,74.0,54.1,1.18,173.6,265.3,32.0,Haven,63.0,Astra,13.0,24.0,37.5,1.1,147.5,221.9,18.0,Pearl,24.0,Jett,11.0,18.0,50.0,1.38,177.8,282.1,37.0,Abyss,56.0,Duelist,53.8,50.38,1.49,"1,849 / 1,509 / 397",Sentinel,35.0,7.13,1.27,321 / 308 / 70,Initiator,54.5,6.4,1.36,157 / 162 / 63,Controller,47.6,20.21,1.78,686 / 616 / 409,Vandal,Assault Rifles,39.0,56.0,5.0,1794.0,Ghost,Sidearms,44.0,53.0,3.0,189.0,Sheriff,Sidearms,50.0,47.0,2.0,168.0,Bind,61.9,13.8,Abyss,59.1,13.7,Haven,56.0,14.1,Split,52.0,13.1,Lotus,48.0,12.13,Fracture,38.1,8.11,Pearl,37.0,10.17
3,no talent#allan,br,Immortal 2,133.0,804.0,349.0,245.0,133.0,132.3,1.05,38.5,52.2,128.0,71.3,3.0,3593.0,3437.0,1136.0,200.1,1.38,0.7,438.0,202.0,8.0,51.2,Jett,24.0,46.0,54.3,1.08,142.9,220.8,8.0,Fracture,91.0,Breach,19.0,37.0,54.1,1.02,119.3,183.6,4.0,Split,60.0,Cypher,20.0,35.0,51.4,1.19,140.5,215.6,17.0,Bind,80.0,Sentinel,53.7,36.3,1.44,"1,074 / 906 / 229",Duelist,53.8,42.33,1.27,"1,229 / 1,151 / 234",Initiator,51.2,43.4,1.42,"1,076 / 1,154 / 562",Controller,43.8,7.8,1.44,214 / 226 / 111,Vandal,Assault Rifles,53.0,45.0,2.0,2214.0,Sheriff,Sidearms,64.0,36.0,1.0,435.0,Ghost,Sidearms,55.0,43.0,2.0,316.0,Bind,63.9,23.13,Fracture,57.1,20.14,Lotus,55.9,19.14,Haven,50.0,17.16,Split,48.6,18.18,Pearl,45.7,16.18,Abyss,44.1,15.18
4,belga 777#JESUS,br,Immortal 2,170.0,637.0,224.0,46.0,25.0,136.4,0.92,34.0,45.7,21.0,69.0,2.0,701.0,758.0,278.0,205.9,1.29,0.7,117.0,28.0,1.0,48.1,Astra,3.5,7.0,42.9,0.86,127.8,192.6,11.0,Abyss,33.0,Sova,3.7,7.0,28.6,0.81,132.6,192.1,8.0,Pearl,0.0,Brimstone,3.3,6.0,50.0,0.99,141.4,224.4,1.0,Fracture,50.0,Sentinel,50.0,4.3,1.13,135 / 140 / 23,Initiator,44.4,8.1,1.2,261 / 301 / 99,Controller,44.4,8.1,1.55,280 / 279 / 153,Duelist,50.0,1.1,0.74,25 / 38 / 3,Vandal,Assault Rifles,48.0,48.0,3.0,460.0,Sheriff,Sidearms,65.0,35.0,0.0,72.0,Phantom,Assault Rifles,49.0,46.0,5.0,42.0,Split,85.7,6.1,Abyss,66.7,4.2,Lotus,50.0,4.4,Fracture,42.9,3.4,Haven,28.6,2.4,Bind,25.0,1.3,Pearl,14.3,1.6
